images,0000,0.810,0.445,0.986,0.588,1,0.2382
images,0000,0.810,0.445,0.986,0.588,2,0.0532
images,0000,0.810,0.445,0.986,0.588,3,0.6844
images,0000,0.810,0.445,0.986,0.588,4,0.0242
images,0000,0.008,0.552,0.109,0.599,1,0.6482
images,0000,0.008,0.552,0.109,0.599,2,0.1586
images,0000,0.008,0.552,0.109,0.599,3,0.1170
images,0000,0.008,0.552,0.109,0.599,4,0.0762
images,0000,0.076,0.720,0.165,0.802,1,0.3994
images,0000,0.076,0.720,0.165,0.802,2,0.3296
images,0000,0.076,0.720,0.165,0.802,3,0.1057
images,0000,0.076,0.720,0.165,0.802,4,0.1653
images,0000,0.014,0.509,0.144,0.580,1,0.5172
images,0000,0.014,0.509,0.144,0.580,2,0.3097
images,0000,0.014,0.509,0.144,0.580,3,0.0468
images,0000,0.014,0.509,0.144,0.580,4,0.1263
images,0001,0.527,0.013,0.620,0.172,1,0.5674
images,0001,0.527,0.013,0.620,0.172,2,0.2991
images,0001,0.527,0.013,0.620,0.172,3,0.1023
images,0001,0.527,0.013,0.620,0.172,4,0.0312
images,0001,0.556,0.202,0.991,0.598,1,0.6898
images,0001,0.556,0.202,0.991,0.598,2,0.2090
images,0001,0.556,0.202,0.991,0.598,3,0.0260
images,0001,0.556,0.202,0.991,0.598,4,0.0752
images,0001,0.627,0.064,0.723,0.224,1,0.3910
images,0001,0.627,0.064,0.723,0.224,2,0.3489
images,0001,0.627,0.064,0.723,0.224,3,0.1731
images,0001,0.627,0.064,0.723,0.224,4,0.0871
images,0002,0.629,0.127,0.852,0.295,1,0.3480
images,0002,0.629,0.127,0.852,0.295,2,0.3616
images,0002,0.629,0.127,0.852,0.295,3,0.1505
images,0002,0.629,0.127,0.852,0.295,4,0.1399
images,0002,0.090,0.205,0.161,0.261,1,0.3702
images,0002,0.090,0.205,0.161,0.261,2,0.1744
images,0002,0.090,0.205,0.161,0.261,3,0.4242
images,0002,0.090,0.205,0.161,0.261,4,0.0312
images,0002,0.007,0.530,0.131,0.582,1,0.4745
images,0002,0.007,0.530,0.131,0.582,2,0.3548
images,0002,0.007,0.530,0.131,0.582,3,0.0650
images,0002,0.007,0.530,0.131,0.582,4,0.1057
images,0002,0.093,0.262,0.220,0.323,1,0.3675
images,0002,0.093,0.262,0.220,0.323,2,0.4247
images,0002,0.093,0.262,0.220,0.323,3,0.1081
images,0002,0.093,0.262,0.220,0.323,4,0.0996
images,0003,0.073,0.672,0.174,0.740,1,0.3581
images,0003,0.073,0.672,0.174,0.740,2,0.3112
images,0003,0.073,0.672,0.174,0.740,3,0.1952
images,0003,0.073,0.672,0.174,0.740,4,0.1356
images,0003,0.008,0.488,0.073,0.520,1,0.4035
images,0003,0.008,0.488,0.073,0.520,2,0.3694
images,0003,0.008,0.488,0.073,0.520,3,0.1007
images,0003,0.008,0.488,0.073,0.520,4,0.1263
images,0003,0.047,0.645,0.105,0.697,1,0.4185
images,0003,0.047,0.645,0.105,0.697,2,0.3121
images,0003,0.047,0.645,0.105,0.697,3,0.1311
images,0003,0.047,0.645,0.105,0.697,4,0.1384
images,0003,0.017,0.566,0.078,0.614,1,0.4593
images,0003,0.017,0.566,0.078,0.614,2,0.2749
images,0003,0.017,0.566,0.078,0.614,3,0.1623
images,0003,0.017,0.566,0.078,0.614,4,0.1036
images,0004,0.413,0.891,0.483,0.974,1,0.4230
images,0004,0.413,0.891,0.483,0.974,2,0.3812
images,0004,0.413,0.891,0.483,0.974,3,0.0182
images,0004,0.413,0.891,0.483,0.974,4,0.1777
images,0004,0.167,0.755,0.252,0.840,1,0.3616
images,0004,0.167,0.755,0.252,0.840,2,0.4513
images,0004,0.167,0.755,0.252,0.840,3,0.0147
images,0004,0.167,0.755,0.252,0.840,4,0.1724
images,0004,0.235,0.853,0.277,0.907,1,0.4462
images,0004,0.235,0.853,0.277,0.907,2,0.4433
images,0004,0.235,0.853,0.277,0.907,3,0.0058
images,0004,0.235,0.853,0.277,0.907,4,0.1047
images,0004,0.207,0.823,0.245,0.884,1,0.3992
images,0004,0.207,0.823,0.245,0.884,2,0.4597
images,0004,0.207,0.823,0.245,0.884,3,0.0074
images,0004,0.207,0.823,0.245,0.884,4,0.1337
images,0005,0.659,0.868,0.698,0.934,1,0.4864
images,0005,0.659,0.868,0.698,0.934,2,0.4068
images,0005,0.659,0.868,0.698,0.934,3,0.0089
images,0005,0.659,0.868,0.698,0.934,4,0.0979
images,0005,0.684,0.779,0.752,0.886,1,0.3638
images,0005,0.684,0.779,0.752,0.886,2,0.4903
images,0005,0.684,0.779,0.752,0.886,3,0.0117
images,0005,0.684,0.779,0.752,0.886,4,0.1342
images,0005,0.500,0.895,0.536,0.970,1,0.3692
images,0005,0.500,0.895,0.536,0.970,2,0.5239
images,0005,0.500,0.895,0.536,0.970,3,0.0048
images,0005,0.500,0.895,0.536,0.970,4,0.1022
images,0005,0.529,0.896,0.566,0.967,1,0.3899
images,0005,0.529,0.896,0.566,0.967,2,0.5066
images,0005,0.529,0.896,0.566,0.967,3,0.0053
images,0005,0.529,0.896,0.566,0.967,4,0.0981
images,0006,0.323,0.821,0.409,0.920,1,0.4202
images,0006,0.323,0.821,0.409,0.920,2,0.4479
images,0006,0.323,0.821,0.409,0.920,3,0.0048
images,0006,0.323,0.821,0.409,0.920,4,0.1272
images,0006,0.192,0.505,0.386,0.627,1,0.3042
images,0006,0.192,0.505,0.386,0.627,2,0.5048
images,0006,0.192,0.505,0.386,0.627,3,0.0124
images,0006,0.192,0.505,0.386,0.627,4,0.1786
images,0006,0.165,0.734,0.241,0.807,1,0.3727
images,0006,0.165,0.734,0.241,0.807,2,0.3470
images,0006,0.165,0.734,0.241,0.807,3,0.0296
images,0006,0.165,0.734,0.241,0.807,4,0.2507
images,0006,0.256,0.819,0.315,0.884,1,0.3658
images,0006,0.256,0.819,0.315,0.884,2,0.4497
images,0006,0.256,0.819,0.315,0.884,3,0.0132
images,0006,0.256,0.819,0.315,0.884,4,0.1713
images,0007,0.042,0.506,0.119,0.545,1,0.3706
images,0007,0.042,0.506,0.119,0.545,2,0.4372
images,0007,0.042,0.506,0.119,0.545,3,0.0282
images,0007,0.042,0.506,0.119,0.545,4,0.1640
images,0007,0.134,0.217,0.205,0.272,1,0.5229
images,0007,0.134,0.217,0.205,0.272,2,0.3214
images,0007,0.134,0.217,0.205,0.272,3,0.0235
images,0007,0.134,0.217,0.205,0.272,4,0.1322
images,0007,0.059,0.408,0.112,0.438,1,0.3197
images,0007,0.059,0.408,0.112,0.438,2,0.4379
images,0007,0.059,0.408,0.112,0.438,3,0.0250
images,0007,0.059,0.408,0.112,0.438,4,0.2174
images,0007,0.040,0.508,0.109,0.546,1,0.3778
images,0007,0.040,0.508,0.109,0.546,2,0.4275
images,0007,0.040,0.508,0.109,0.546,3,0.0364
images,0007,0.040,0.508,0.109,0.546,4,0.1584
images,0008,0.109,0.307,0.202,0.399,1,0.3152
images,0008,0.109,0.307,0.202,0.399,2,0.4009
images,0008,0.109,0.307,0.202,0.399,3,0.1335
images,0008,0.109,0.307,0.202,0.399,4,0.1504
images,0008,0.434,0.046,0.466,0.120,1,0.2414
images,0008,0.434,0.046,0.466,0.120,2,0.2495
images,0008,0.434,0.046,0.466,0.120,3,0.2855
images,0008,0.434,0.046,0.466,0.120,4,0.2236
images,0008,0.170,0.227,0.256,0.268,1,0.2973
images,0008,0.170,0.227,0.256,0.268,2,0.4612
images,0008,0.170,0.227,0.256,0.268,3,0.0553
images,0008,0.170,0.227,0.256,0.268,4,0.1862
images,0008,0.136,0.297,0.250,0.401,1,0.2847
images,0008,0.136,0.297,0.250,0.401,2,0.4458
images,0008,0.136,0.297,0.250,0.401,3,0.1072
images,0008,0.136,0.297,0.250,0.401,4,0.1623
images,0009,0.498,0.348,0.684,0.473,1,0.3213
images,0009,0.498,0.348,0.684,0.473,2,0.4349
images,0009,0.498,0.348,0.684,0.473,3,0.0636
images,0009,0.498,0.348,0.684,0.473,4,0.1802
